symbol	usa	ita_candidate	score	block_pointer	source
SaffronMart_h	17:53FD	1D:4D1B	5	4010	SEARCH
SaffronMart_h	17:53FD	1D:5EE9	5	4010	SEARCH
SaffronMart_h	17:53FD	10:6346	3	5450	SEARCH
SaffronMart_h	17:53FD	04:6399	2	0606	SEARCH
SaffronMart_h	17:53FD	11:4BAF	2	0404	SEARCH
SaffronMart_h	17:53FD	12:5118	2	0602	SEARCH
SaffronMart_h	17:53FD	1B:5E39	2	1818	SEARCH
SaffronMart_h	17:53FD	04:67B9	0	8686	SEARCH
SaffronMart_h	17:53FD	06:45C2	0	2714	SEARCH
SaffronMart_h	17:53FD	1E:4CC3	0	1F1B	SEARCH
SilphCo1F_h	17:5442	06:5D04	5	5EA9	SEARCH
SilphCo1F_h	17:5442	06:5F30	5	611B	SEARCH
SilphCo1F_h	17:5442	14:61E1	5	6325	SEARCH
SilphCo1F_h	17:5442	16:5CE5	5	5EC8	SEARCH
SilphCo1F_h	17:5442	16:5F4F	5	60A6	SEARCH
SilphCo1F_h	17:5442	17:543E	5	549E	SEARCH
SaffronPokecenter_h	17:5529	11:4251	5	40DF	SEARCH
SaffronPokecenter_h	17:5529	12:48AC	5	40AB	SEARCH
SaffronPokecenter_h	17:5529	12:525F	5	52A9	SEARCH
SaffronPokecenter_h	17:5529	12:52C5	5	40AB	SEARCH
SaffronPokecenter_h	17:5529	12:53B0	5	40AB	SEARCH
SaffronPokecenter_h	17:5529	17:457B	5	4064	SEARCH
SaffronPokecenter_h	17:5529	17:4639	5	468B	SEARCH
SaffronPokecenter_h	17:5529	17:48CC	5	4064	SEARCH
SaffronPokecenter_h	17:5529	17:4981	5	4064	SEARCH
SaffronPokecenter_h	17:5529	17:5525	5	4064	SEARCH
SaffronPokecenter_h	17:5529	1D:50D1	5	4030	SEARCH
SaffronPokecenter_h	17:5529	1D:5E97	5	4030	SEARCH
ViridianForestNorthGate_h	17:557B	17:5577	5	4090	SEARCH
ViridianForestNorthGate_h	17:557B	17:564C	5	4090	SEARCH
ViridianForestNorthGate_h	17:557B	12:46E6	2	0504	SEARCH
Route2Gate_h	17:55C8	07:6678	5	674B	SEARCH
Route2Gate_h	17:55C8	12:54FA	5	5542	SEARCH
Route2Gate_h	17:55C8	17:55C4	5	4090	SEARCH
ViridianForestSouthGate_h	17:5650	17:5577	5	4090	SEARCH
ViridianForestSouthGate_h	17:5650	17:564C	5	4090	SEARCH
ViridianForestSouthGate_h	17:5650	12:46E6	2	0504	SEARCH
UndergroundPathRoute5_h	17:569D	07:627E	5	41B0	SEARCH
UndergroundPathRoute5_h	17:569D	11:5CE1	5	40FB	SEARCH
UndergroundPathRoute5_h	17:569D	11:5D1E	5	40FB	SEARCH
UndergroundPathRoute5_h	17:569D	11:5D69	5	40FB	SEARCH
UndergroundPathRoute5_h	17:569D	11:5DB4	5	40FB	SEARCH
UndergroundPathRoute5_h	17:569D	12:544A	5	40DB	SEARCH
UndergroundPathRoute5_h	17:569D	12:5556	5	40DB	SEARCH
UndergroundPathRoute5_h	17:569D	12:5640	5	40DB	SEARCH
UndergroundPathRoute5_h	17:569D	12:5801	5	40DB	SEARCH
UndergroundPathRoute5_h	17:569D	12:596B	5	40DB	SEARCH
UndergroundPathRoute5_h	17:569D	17:5699	5	4080	SEARCH
UndergroundPathRoute5_h	17:569D	17:56DF	5	4080	SEARCH
UndergroundPathRoute5_h	17:569D	17:571C	5	4080	SEARCH
UndergroundPathRoute5_h	17:569D	17:5759	5	4080	SEARCH
UndergroundPathRoute5_h	17:569D	1E:486F	0	0808	SEARCH
UndergroundPathRoute6_h	17:56E3	07:627E	5	41B0	SEARCH
UndergroundPathRoute6_h	17:56E3	11:5CE1	5	40FB	SEARCH
UndergroundPathRoute6_h	17:56E3	11:5D1E	5	40FB	SEARCH
UndergroundPathRoute6_h	17:56E3	11:5D69	5	40FB	SEARCH
UndergroundPathRoute6_h	17:56E3	11:5DB4	5	40FB	SEARCH
UndergroundPathRoute6_h	17:56E3	12:544A	5	40DB	SEARCH
UndergroundPathRoute6_h	17:56E3	12:5556	5	40DB	SEARCH
UndergroundPathRoute6_h	17:56E3	12:5640	5	40DB	SEARCH
UndergroundPathRoute6_h	17:56E3	12:5801	5	40DB	SEARCH
UndergroundPathRoute6_h	17:56E3	12:596B	5	40DB	SEARCH
UndergroundPathRoute6_h	17:56E3	17:5699	5	4080	SEARCH
UndergroundPathRoute6_h	17:56E3	17:56DF	5	4080	SEARCH
UndergroundPathRoute6_h	17:56E3	17:571C	5	4080	SEARCH
UndergroundPathRoute6_h	17:56E3	17:5759	5	4080	SEARCH
UndergroundPathRoute6_h	17:56E3	1E:486F	0	0808	SEARCH
UndergroundPathRoute7_h	17:5720	07:627E	5	41B0	SEARCH
UndergroundPathRoute7_h	17:5720	11:5CE1	5	40FB	SEARCH
UndergroundPathRoute7_h	17:5720	11:5D1E	5	40FB	SEARCH
UndergroundPathRoute7_h	17:5720	11:5D69	5	40FB	SEARCH
UndergroundPathRoute7_h	17:5720	11:5DB4	5	40FB	SEARCH
UndergroundPathRoute7_h	17:5720	12:544A	5	40DB	SEARCH
UndergroundPathRoute7_h	17:5720	12:5556	5	40DB	SEARCH
UndergroundPathRoute7_h	17:5720	12:5640	5	40DB	SEARCH
UndergroundPathRoute7_h	17:5720	12:5801	5	40DB	SEARCH
UndergroundPathRoute7_h	17:5720	12:596B	5	40DB	SEARCH
UndergroundPathRoute7_h	17:5720	17:5699	5	4080	SEARCH
UndergroundPathRoute7_h	17:5720	17:56DF	5	4080	SEARCH
UndergroundPathRoute7_h	17:5720	17:571C	5	4080	SEARCH
UndergroundPathRoute7_h	17:5720	17:5759	5	4080	SEARCH
UndergroundPathRoute7_h	17:5720	1E:486F	0	0808	SEARCH
SilphCo9F_h	17:57AF	06:61A2	5	6370	SEARCH
SilphCo9F_h	17:57AF	14:5B54	5	5F56	SEARCH
SilphCo9F_h	17:57AF	15:64F8	5	666D	SEARCH
SilphCo9F_h	17:57AF	17:57AB	5	5985	SEARCH
VictoryRoad1F_h	17:59FE	17:59FA	5	5B00	SEARCH
VictoryRoad1F_h	17:59FE	1A:4D3E	2	0A09	SEARCH
VictoryRoad1F_h	17:59FE	1B:45DF	2	0A09	SEARCH
VictoryRoad1F_h	17:59FE	1B:45F7	2	0A09	SEARCH
VictoryRoad1F_h	17:59FE	1B:4609	2	1111	SEARCH
VictoryRoad1F_h	17:59FE	1B:461F	2	0A09	SEARCH
VictoryRoad1F_h	17:59FE	1B:4651	2	1111	SEARCH
VictoryRoad1F_h	17:59FE	1B:4681	2	1111	SEARCH
VictoryRoad1F_h	17:59FE	1B:4697	2	1111	SEARCH
VictoryRoad1F_h	17:59FE	1B:46C1	2	1111	SEARCH
VictoryRoad1F_h	17:59FE	1B:4709	2	1111	SEARCH
VictoryRoad1F_h	17:59FE	1B:4997	2	1111	SEARCH
VictoryRoad1F_h	17:59FE	1B:4647	0	0A09	SEARCH
VictoryRoad1F_h	17:59FE	1B:4689	0	1111	SEARCH
VictoryRoad1F_h	17:59FE	1B:4989	0	1111	SEARCH
VictoryRoad1F_h	17:59FE	1B:499F	0	1111	SEARCH
PokemonTower1F_h	18:4420	18:4420	5	448C	MANIFEST+SEARCH
PokemonTower1F_h	18:4420	18:44E6	5	4666	SEARCH
PokemonTower1F_h	18:4420	18:46C0	5	4790	SEARCH
PokemonTower1F_h	18:4420	18:47EA	5	48CC	SEARCH
PokemonTower1F_h	18:4420	18:4926	5	4A89	SEARCH
PokemonTower1F_h	18:4420	18:4AE3	5	4C95	SEARCH
PokemonTower1F_h	18:4420	18:4CF9	5	4F20	SEARCH
PokemonTower1F_h	18:4420	16:4AFC	0	0011	SEARCH
PokemonTower1F_h	18:4420	1B:4849	0	1F1F	SEARCH
PokemonTower2F_h	18:44E6	18:44E6	5	4666	MANIFEST+SEARCH
PokemonTower2F_h	18:44E6	18:4420	5	448C	SEARCH
PokemonTower2F_h	18:44E6	18:46C0	5	4790	SEARCH
PokemonTower2F_h	18:44E6	18:47EA	5	48CC	SEARCH
PokemonTower2F_h	18:44E6	18:4926	5	4A89	SEARCH
PokemonTower2F_h	18:44E6	18:4AE3	5	4C95	SEARCH
PokemonTower2F_h	18:44E6	18:4CF9	5	4F20	SEARCH
PokemonTower2F_h	18:44E6	16:4AFC	0	0011	SEARCH
PokemonTower2F_h	18:44E6	1B:4849	0	1F1F	SEARCH
PokemonTower3F_h	18:46C0	18:46C0	5	4790	MANIFEST+SEARCH
PokemonTower3F_h	18:46C0	18:4420	5	448C	SEARCH
PokemonTower3F_h	18:46C0	18:44E6	5	4666	SEARCH
PokemonTower3F_h	18:46C0	18:47EA	5	48CC	SEARCH
PokemonTower3F_h	18:46C0	18:4926	5	4A89	SEARCH
PokemonTower3F_h	18:46C0	18:4AE3	5	4C95	SEARCH
PokemonTower3F_h	18:46C0	18:4CF9	5	4F20	SEARCH
PokemonTower3F_h	18:46C0	16:4AFC	0	0011	SEARCH
PokemonTower3F_h	18:46C0	1B:4849	0	1F1F	SEARCH
PokemonTower4F_h	18:47EA	18:47EA	5	48CC	MANIFEST+SEARCH
PokemonTower4F_h	18:47EA	18:4420	5	448C	SEARCH
PokemonTower4F_h	18:47EA	18:44E6	5	4666	SEARCH
PokemonTower4F_h	18:47EA	18:46C0	5	4790	SEARCH
PokemonTower4F_h	18:47EA	18:4926	5	4A89	SEARCH
PokemonTower4F_h	18:47EA	18:4AE3	5	4C95	SEARCH
PokemonTower4F_h	18:47EA	18:4CF9	5	4F20	SEARCH
PokemonTower4F_h	18:47EA	16:4AFC	0	0011	SEARCH
PokemonTower4F_h	18:47EA	1B:4849	0	1F1F	SEARCH
PokemonTower5F_h	18:4926	18:4926	5	4A89	MANIFEST+SEARCH
PokemonTower5F_h	18:4926	18:4420	5	448C	SEARCH
PokemonTower5F_h	18:4926	18:44E6	5	4666	SEARCH
PokemonTower5F_h	18:4926	18:46C0	5	4790	SEARCH
PokemonTower5F_h	18:4926	18:47EA	5	48CC	SEARCH
PokemonTower5F_h	18:4926	18:4AE3	5	4C95	SEARCH
PokemonTower5F_h	18:4926	18:4CF9	5	4F20	SEARCH
PokemonTower5F_h	18:4926	16:4AFC	0	0011	SEARCH
PokemonTower5F_h	18:4926	1B:4849	0	1F1F	SEARCH
PokemonTower6F_h	18:4AE3	18:4AE3	5	4C95	MANIFEST+SEARCH
PokemonTower6F_h	18:4AE3	18:4420	5	448C	SEARCH
PokemonTower6F_h	18:4AE3	18:44E6	5	4666	SEARCH
PokemonTower6F_h	18:4AE3	18:46C0	5	4790	SEARCH
PokemonTower6F_h	18:4AE3	18:47EA	5	48CC	SEARCH
PokemonTower6F_h	18:4AE3	18:4926	5	4A89	SEARCH
PokemonTower6F_h	18:4AE3	18:4CF9	5	4F20	SEARCH
PokemonTower6F_h	18:4AE3	16:4AFC	0	0011	SEARCH
PokemonTower6F_h	18:4AE3	1B:4849	0	1F1F	SEARCH
PokemonTower7F_h	18:4CF9	18:4CF9	5	4F20	MANIFEST+SEARCH
PokemonTower7F_h	18:4CF9	18:4420	5	448C	SEARCH
PokemonTower7F_h	18:4CF9	18:44E6	5	4666	SEARCH
PokemonTower7F_h	18:4CF9	18:46C0	5	4790	SEARCH
PokemonTower7F_h	18:4CF9	18:47EA	5	48CC	SEARCH
PokemonTower7F_h	18:4CF9	18:4926	5	4A89	SEARCH
PokemonTower7F_h	18:4CF9	18:4AE3	5	4C95	SEARCH
PokemonTower7F_h	18:4CF9	16:4AFC	0	0011	SEARCH
PokemonTower7F_h	18:4CF9	1B:4849	0	1F1F	SEARCH
CeladonMart1F_h	18:4F7A	18:4F7A	5	4FDE	MANIFEST+SEARCH
CeladonMart1F_h	18:4F7A	12:4219	5	4322	SEARCH
CeladonMart1F_h	18:4F7A	12:434A	5	43A1	SEARCH
CeladonMart1F_h	18:4F7A	12:43C9	5	45CC	SEARCH
CeladonMart1F_h	18:4F7A	12:505F	5	50BE	SEARCH
CeladonMart1F_h	18:4F7A	15:60E9	5	6148	SEARCH
ViridianForest_h	18:5101	18:5101	5	4000	MANIFEST+SEARCH
SSAnne1F_h	18:5259	18:5259	5	52DF	MANIFEST+SEARCH
SSAnne1F_h	18:5259	18:5393	5	556E	SEARCH
SSAnne1F_h	18:5259	11:6E06	2	1807	SEARCH
SSAnne2F_h	18:5393	18:5393	5	556E	MANIFEST+SEARCH
SSAnne2F_h	18:5393	18:5259	5	52DF	SEARCH
SSAnne2F_h	18:5393	11:6E06	2	1807	SEARCH
SSAnneB1F_h	18:5622	18:5622	5	5666	MANIFEST+SEARCH
SSAnneBow_h	18:56A2	18:56A2	5	5761	MANIFEST+SEARCH
SSAnneBow_h	18:56A2	11:5E77	2	0F0F	SEARCH
SSAnneKitchen_h	18:57A7	18:57A7	5	5851	MANIFEST+SEARCH
SSAnneKitchen_h	18:57A7	07:62A9	2	FFFF	SEARCH
SSAnneCaptainsRoom_h	18:5889	18:5889	5	595E	MANIFEST+SEARCH
SSAnneCaptainsRoom_h	18:5889	17:4834	2	0DFF	SEARCH
SSAnne1FRooms_h	18:596A	18:596A	5	5ADF	MANIFEST+SEARCH
SSAnne1FRooms_h	18:596A	18:5B3F	5	43C0	SEARCH
SSAnne1FRooms_h	18:596A	18:5D49	5	43C0	SEARCH
SSAnne1FRooms_h	18:596A	17:567D	0	D2FF	SEARCH
SSAnne2FRooms_h	18:5B3F	18:5B3F	5	43C0	MANIFEST+SEARCH
SSAnne2FRooms_h	18:5B3F	18:596A	5	5ADF	SEARCH
SSAnne2FRooms_h	18:5B3F	18:5D49	5	43C0	SEARCH
SSAnne2FRooms_h	18:5B3F	17:567D	0	D2FF	SEARCH
SSAnneB1FRooms_h	18:5D49	18:5D49	5	43C0	MANIFEST+SEARCH
SSAnneB1FRooms_h	18:5D49	18:596A	5	5ADF	SEARCH
SSAnneB1FRooms_h	18:5D49	18:5B3F	5	43C0	SEARCH
SSAnneB1FRooms_h	18:5D49	17:567D	0	D2FF	SEARCH
UndergroundPathNorthSouth_h	18:5F1A	18:5F1A	5	4198	MANIFEST+SEARCH
UndergroundPathNorthSouth_h	18:5F1A	18:51FD	2	2D0C	SEARCH
UndergroundPathWestEast_h	18:5F3E	18:5F3E	5	41F4	MANIFEST+SEARCH
DiglettsCave_h	18:5F62	18:5F62	5	5F86	MANIFEST+SEARCH
DiglettsCave_h	18:5F62	11:44D0	5	4675	SEARCH
DiglettsCave_h	18:5F62	11:5FDF	5	61A1	SEARCH
DiglettsCave_h	18:5F62	12:59BE	5	5B99	SEARCH
DiglettsCave_h	18:5F62	12:5D01	5	6043	SEARCH
SilphCo11F_h	18:60EE	18:60EE	5	63C8	MANIFEST+SEARCH
ViridianGym_h	1D:4897	1D:4912	5	4CC1	SEARCH
ViridianGym_h	1D:4897	1D:4CA4	0	D0FF	SEARCH
PewterMart_h	1D:4CA1	07:5462	5	5530	SEARCH
PewterMart_h	1D:4CA1	07:5D7D	5	5DC2	SEARCH
PewterMart_h	1D:4CA1	17:4887	5	4000	SEARCH
PewterMart_h	1D:4CA1	17:491E	5	4000	SEARCH
PewterMart_h	1D:4CA1	17:49D3	5	4000	SEARCH
PewterMart_h	1D:4CA1	17:53F9	5	4000	SEARCH
PewterMart_h	1D:4CA1	1D:4D1B	5	4010	SEARCH
PewterMart_h	1D:4CA1	1D:5EE9	5	4010	SEARCH
PewterMart_h	1D:4CA1	10:6346	3	5450	SEARCH
PewterMart_h	1D:4CA1	04:6399	2	0606	SEARCH
PewterMart_h	1D:4CA1	11:4BAF	2	0404	SEARCH
PewterMart_h	1D:4CA1	12:5118	2	0602	SEARCH
PewterMart_h	1D:4CA1	1B:5E39	2	1818	SEARCH
PewterMart_h	1D:4CA1	04:67B9	0	8686	SEARCH
PewterMart_h	1D:4CA1	06:45C2	0	2714	SEARCH
PewterMart_h	1D:4CA1	1E:4CC3	0	1F1B	SEARCH
CeruleanCave1F_h	1D:4D00	11:47DD	5	489F	SEARCH
CeruleanCave1F_h	1D:4D00	11:4974	5	4B37	SEARCH
CeruleanCave1F_h	1D:4D00	11:5DFF	5	5E5D	SEARCH
CeruleanCave1F_h	1D:4D00	11:5EE4	5	5F58	SEARCH
CeruleanCave1F_h	1D:4D00	11:6309	5	63BE	SEARCH
CeruleanCave1F_h	1D:4D00	11:6445	5	64FA	SEARCH
CeruleanCave1F_h	1D:4D00	11:6581	5	6706	SEARCH
CeruleanCave1F_h	1D:4D00	11:678D	5	68FA	SEARCH
CeruleanCave1F_h	1D:4D00	14:5790	5	59AE	SEARCH
CeruleanCave1F_h	1D:4D00	1D:4D7A	5	4DF0	SEARCH
CeruleanBadgeHouse_h	1D:4DFD	15:6170	5	523F	SEARCH
CeruleanBadgeHouse_h	1D:4DFD	1D:4E77	5	404C	SEARCH
CeruleanBadgeHouse_h	1D:4DFD	1B:6C6F	2	0404	SEARCH
CeruleanBadgeHouse_h	1D:4DFD	1D:5C48	0	0511	SEARCH
FuchsiaBillsGrandpasHouse_h	1D:500C	06:5B34	5	5BFB	SEARCH
FuchsiaBillsGrandpasHouse_h	1D:500C	06:5C0B	5	5C44	SEARCH
FuchsiaBillsGrandpasHouse_h	1D:500C	07:5540	5	41EE	SEARCH
FuchsiaBillsGrandpasHouse_h	1D:500C	07:557D	5	41DE	SEARCH
FuchsiaBillsGrandpasHouse_h	1D:500C	07:55E7	5	41DE	SEARCH
FuchsiaBillsGrandpasHouse_h	1D:500C	07:563C	5	41DE	SEARCH
FuchsiaBillsGrandpasHouse_h	1D:500C	07:5679	5	41FE	SEARCH
FuchsiaBillsGrandpasHouse_h	1D:500C	07:56EA	5	41DE	SEARCH
FuchsiaBillsGrandpasHouse_h	1D:500C	07:589D	5	41DE	SEARCH
FuchsiaBillsGrandpasHouse_h	1D:500C	07:59A3	5	41DE	SEARCH
FuchsiaBillsGrandpasHouse_h	1D:500C	07:5A07	5	41DE	SEARCH
FuchsiaBillsGrandpasHouse_h	1D:500C	07:5AF1	5	41DE	SEARCH
FuchsiaBillsGrandpasHouse_h	1D:500C	07:5D2F	5	41EE	SEARCH
FuchsiaBillsGrandpasHouse_h	1D:500C	07:5DD2	5	41DE	SEARCH
FuchsiaBillsGrandpasHouse_h	1D:500C	07:5E31	5	41DE	SEARCH
FuchsiaBillsGrandpasHouse_h	1D:500C	07:5EE2	5	41DE	SEARCH
FuchsiaBillsGrandpasHouse_h	1D:500C	07:65ED	5	41DE	SEARCH
FuchsiaBillsGrandpasHouse_h	1D:500C	15:6064	5	522F	SEARCH
FuchsiaBillsGrandpasHouse_h	1D:500C	15:6243	5	522F	SEARCH
FuchsiaBillsGrandpasHouse_h	1D:500C	15:6473	5	522F	SEARCH
FuchsiaBillsGrandpasHouse_h	1D:500C	1D:5086	5	4020	SEARCH
FuchsiaPokecenter_h	1D:5057	11:4251	5	40DF	SEARCH
FuchsiaPokecenter_h	1D:5057	12:48AC	5	40AB	SEARCH
FuchsiaPokecenter_h	1D:5057	12:525F	5	52A9	SEARCH
FuchsiaPokecenter_h	1D:5057	12:52C5	5	40AB	SEARCH
FuchsiaPokecenter_h	1D:5057	12:53B0	5	40AB	SEARCH
FuchsiaPokecenter_h	1D:5057	17:457B	5	4064	SEARCH
FuchsiaPokecenter_h	1D:5057	17:4639	5	468B	SEARCH
FuchsiaPokecenter_h	1D:5057	17:48CC	5	4064	SEARCH
FuchsiaPokecenter_h	1D:5057	17:4981	5	4064	SEARCH
FuchsiaPokecenter_h	1D:5057	17:5525	5	4064	SEARCH
FuchsiaPokecenter_h	1D:5057	1D:50D1	5	4030	SEARCH
FuchsiaPokecenter_h	1D:5057	1D:5E97	5	4030	SEARCH
WardensHouse_h	1D:50A9	1D:5123	5	5227	SEARCH
WardensHouse_h	1D:50A9	19:6C47	0	0706	SEARCH
SafariZoneGate_h	1D:51C1	07:5F28	5	6026	SEARCH
SafariZoneGate_h	1D:51C1	07:6032	5	60E9	SEARCH
SafariZoneGate_h	1D:51C1	1D:523B	5	549F	SEARCH
SafariZoneGate_h	1D:51C1	1B:7F41	2	0B0C	SEARCH
FuchsiaGym_h	1D:5431	12:48FE	5	4B83	SEARCH
FuchsiaGym_h	1D:5431	17:4A18	5	4C33	SEARCH
FuchsiaGym_h	1D:5431	1D:54AB	5	5722	SEARCH
FuchsiaGym_h	1D:5431	11:4053	2	0708	SEARCH
FuchsiaMeetingRoom_h	1D:56D7	1D:574F	5	579A	SEARCH
CinnabarGym_h	1D:573E	17:4FFC	5	539F	SEARCH
CinnabarGym_h	1D:573E	1D:57B6	5	5B9D	SEARCH
CinnabarGym_h	1D:573E	1B:4AEF	2	0605	SEARCH
CinnabarGym_h	1D:573E	1B:4AF7	2	0A09	SEARCH
CinnabarGym_h	1D:573E	1B:4B27	2	0A09	SEARCH
CinnabarGym_h	1D:573E	1B:4B67	2	0605	SEARCH
CinnabarGym_h	1D:573E	1B:4B6F	2	0A09	SEARCH
CinnabarGym_h	1D:573E	1B:4B7F	2	0A09	SEARCH
CinnabarGym_h	1D:573E	1B:4B8F	2	0A09	SEARCH
CinnabarGym_h	1D:573E	1B:4BA7	2	0101	SEARCH
CinnabarGym_h	1D:573E	1B:4BCF	2	0A09	SEARCH
CinnabarGym_h	1D:573E	1B:4BE7	2	0A09	SEARCH
CinnabarGym_h	1D:573E	1B:4BFF	2	0A09	SEARCH
CinnabarGym_h	1D:573E	1B:4C7F	2	0101	SEARCH
CinnabarGym_h	1D:573E	1B:46FF	0	0A09	SEARCH
CinnabarGym_h	1D:573E	1B:4C6F	0	0A09	SEARCH
CinnabarLab_h	1D:5B80	1D:5BF7	5	5C68	SEARCH
CinnabarLabTradeRoom_h	1D:5C15	12:630D	5	6381	SEARCH
CinnabarLabTradeRoom_h	1D:5C15	1D:5C8C	5	5CE2	SEARCH
CinnabarLabTradeRoom_h	1D:5C15	1D:5CF2	5	5D8C	SEARCH
CinnabarLabTradeRoom_h	1D:5C15	1D:5D9C	5	5E87	SEARCH
CinnabarLabTradeRoom_h	1D:5C15	1A:484E	0	1111	SEARCH
CinnabarLabMetronomeRoom_h	1D:5C7B	12:630D	5	6381	SEARCH
CinnabarLabMetronomeRoom_h	1D:5C7B	1D:5C8C	5	5CE2	SEARCH
CinnabarLabMetronomeRoom_h	1D:5C7B	1D:5CF2	5	5D8C	SEARCH
CinnabarLabMetronomeRoom_h	1D:5C7B	1D:5D9C	5	5E87	SEARCH
CinnabarLabMetronomeRoom_h	1D:5C7B	1A:484E	0	1111	SEARCH
CinnabarLabFossilRoom_h	1D:5D25	12:630D	5	6381	SEARCH
CinnabarLabFossilRoom_h	1D:5D25	1D:5C8C	5	5CE2	SEARCH
CinnabarLabFossilRoom_h	1D:5D25	1D:5CF2	5	5D8C	SEARCH
CinnabarLabFossilRoom_h	1D:5D25	1D:5D9C	5	5E87	SEARCH
CinnabarLabFossilRoom_h	1D:5D25	1A:484E	0	1111	SEARCH
CinnabarPokecenter_h	1D:5E20	11:4251	5	40DF	SEARCH
CinnabarPokecenter_h	1D:5E20	12:48AC	5	40AB	SEARCH
CinnabarPokecenter_h	1D:5E20	12:525F	5	52A9	SEARCH
CinnabarPokecenter_h	1D:5E20	12:52C5	5	40AB	SEARCH
CinnabarPokecenter_h	1D:5E20	12:53B0	5	40AB	SEARCH
CinnabarPokecenter_h	1D:5E20	17:457B	5	4064	SEARCH
CinnabarPokecenter_h	1D:5E20	17:4639	5	468B	SEARCH
CinnabarPokecenter_h	1D:5E20	17:48CC	5	4064	SEARCH
CinnabarPokecenter_h	1D:5E20	17:4981	5	4064	SEARCH
CinnabarPokecenter_h	1D:5E20	17:5525	5	4064	SEARCH
CinnabarPokecenter_h	1D:5E20	1D:50D1	5	4030	SEARCH
CinnabarPokecenter_h	1D:5E20	1D:5E97	5	4030	SEARCH
CinnabarMart_h	1D:5E72	07:5462	5	5530	SEARCH
CinnabarMart_h	1D:5E72	07:5D7D	5	5DC2	SEARCH
CinnabarMart_h	1D:5E72	17:4887	5	4000	SEARCH
CinnabarMart_h	1D:5E72	17:491E	5	4000	SEARCH
CinnabarMart_h	1D:5E72	17:49D3	5	4000	SEARCH
CinnabarMart_h	1D:5E72	17:53F9	5	4000	SEARCH
CinnabarMart_h	1D:5E72	1D:4D1B	5	4010	SEARCH
CinnabarMart_h	1D:5E72	1D:5EE9	5	4010	SEARCH
CinnabarMart_h	1D:5E72	10:6346	3	5450	SEARCH
CinnabarMart_h	1D:5E72	04:6399	2	0606	SEARCH
CinnabarMart_h	1D:5E72	11:4BAF	2	0404	SEARCH
CinnabarMart_h	1D:5E72	12:5118	2	0602	SEARCH
CinnabarMart_h	1D:5E72	1B:5E39	2	1818	SEARCH
CinnabarMart_h	1D:5E72	04:67B9	0	8686	SEARCH
CinnabarMart_h	1D:5E72	06:45C2	0	2714	SEARCH
CinnabarMart_h	1D:5E72	1E:4CC3	0	1F1B	SEARCH
CopycatsHouse1F_h	1D:5EB7	12:415C	5	4209	SEARCH
CopycatsHouse1F_h	1D:5EB7	1D:5F2E	5	4000	SEARCH
CopycatsHouse1F_h	1D:5EB7	19:5A37	2	0404	SEARCH
CopycatsHouse1F_h	1D:5EB7	16:5F8F	0	173E	SEARCH
CopycatsHouse1F_h	1D:5EB7	19:5327	0	0404	SEARCH
CopycatsHouse1F_h	1D:5EB7	19:6577	0	0404	SEARCH
CopycatsHouse1F_h	1D:5EB7	1A:5CF8	0	1101	SEARCH
CopycatsHouse1F_h	1D:5EB7	1B:6A8F	0	0404	SEARCH
ChampionsRoom_h	1D:5F11	1D:5F88	5	61D6	SEARCH
ChampionsRoom_h	1D:5F11	07:629F	2	04FF	SEARCH
ChampionsRoom_h	1D:5F11	17:5626	2	07FF	SEARCH
ChampionsRoom_h	1D:5F11	17:573D	2	04FF	SEARCH
ChampionsRoom_h	1D:5F11	1A:4652	2	0407	SEARCH
ChampionsRoom_h	1D:5F11	04:5B70	0	0404	SEARCH
ChampionsRoom_h	1D:5F11	17:541E	0	00FF	SEARCH
ChampionsRoom_h	1D:5F11	19:5848	0	0207	SEARCH
ChampionsRoom_h	1D:5F11	1A:7234	0	FCFC	SEARCH
ChampionsRoom_h	1D:5F11	1B:4035	0	FCFC	SEARCH
ChampionsRoom_h	1D:5F11	1D:4D5A	0	00FF	SEARCH
ChampionsRoom_h	1D:5F11	1D:5F0E	0	00FF	SEARCH
LoreleisRoom_h	1D:616F	1D:61E6	5	6323	SEARCH
LoreleisRoom_h	1D:616F	1D:6341	5	647A	SEARCH
LoreleisRoom_h	1D:616F	05:46AB	0	0303	SEARCH
LoreleisRoom_h	1D:616F	05:4B2A	0	0307	SEARCH
LoreleisRoom_h	1D:616F	05:52AA	0	0307	SEARCH
BrunosRoom_h	1D:62CA	1D:61E6	5	6323	SEARCH
BrunosRoom_h	1D:62CA	1D:6341	5	647A	SEARCH
BrunosRoom_h	1D:62CA	05:46AB	0	0303	SEARCH
BrunosRoom_h	1D:62CA	05:4B2A	0	0307	SEARCH
BrunosRoom_h	1D:62CA	05:52AA	0	0307	SEARCH
AgathasRoom_h	1D:6421	1D:6498	5	65D7	SEARCH
AgathasRoom_h	1D:6421	11:5EBE	2	0905	SEARCH
AgathasRoom_h	1D:6421	11:5ECC	2	0805	SEARCH
